genre,mean_genre_pos,mean_genre_neg
Country,8.23612954605787,6.06636580833555
Electronic,8.4601706970128,7.92958748221906
Folk,8.06031128404669,7.85408560311284
Hip-Hop,17.0579449747333,21.786749017406
Indie,7.33990895295903,7.69271623672231
Jazz,8.45123726346434,4.94007763221737
Metal,6.2600123773318,13.3244629122094
Pop,11.0164732309996,7.98320586190298
R&B,10.4802207911684,7.47608095676173
Rock,7.58818721566813,8.04746703678001
